0.0,8123.17,1129.03,8123.17
5664.71,7253.18,78.2,7253.18
11407.62,3284.46,498.53,3284.46
8870.97,0.0,0.0,0.0
5087.98,4516.13,0.0,4516.13
0.0,0.0,0.0,0.0
5557.18,9496.58,796.68,9496.58
0.0,7111.44,73.31,7111.44
12155.43,7908.11,1182.8,7908.11
8919.84,435.0,92.86,435.0
10747.8,0.0,0.0,0.0
1163.25,9516.13,816.23,9516.13
0.0,1989.25,312.81,1989.25
12253.18,8822.09,493.65,8822.09
3260.02,6915.93,53.76,6915.93
11334.31,3470.19,483.87,3470.19
8836.75,7575.76,102.64,7575.76
5312.81,904.2,117.3,904.2
9648.09,6524.93,0.0,6524.93
1774.19,8196.48,1104.59,8196.48
8069.4,9120.23,923.75,9120.23
11392.96,9506.35,884.65,9506.35
11495.6,0.0,0.0,0.0
12600.2,8323.56,356.79,8323.56
0.0,7463.34,48.88,7463.34
10762.46,0.0,0.0,0.0
9574.78,9120.23,860.22,9120.23
0.0,7424.24,127.08,7424.24
12013.69,8978.5,850.44,8978.5
9193.55,449.66,39.1,449.66
11832.84,9100.68,806.45,9100.68
1124.14,9007.82,733.14,9007.82
11911.05,0.0,0.0,0.0
11901.27,0.0,0.0,0.0
0.0,234.6,4.89,234.6
0.0,0.0,0.0,0.0
664.71,317.69,14.66,317.69
0.0,8680.35,913.98,8680.35
948.19,425.22,78.2,425.22
12297.17,8939.39,962.85,8939.39
1099.71,4789.83,0.0,4789.83
11256.11,0.0,0.0,0.0
6383.19,6803.52,0.0,6803.52
0.0,0.0,0.0,0.0
8587.49,0.0,0.0,0.0
0.0,6212.12,0.0,6212.12
0.0,7849.46,166.18,7849.46
7844.57,9081.13,625.61,9081.13
10004.89,8284.46,347.02,8284.46
11803.52,0.0,0.0,0.0
10669.6,6085.04,0.0,6085.04
0.0,5997.07,0.0,5997.07
7712.61,8949.17,762.46,8949.17
7478.01,8211.14,259.04,8211.14
11681.33,4086.02,0.0,4086.02
10610.95,0.0,0.0,0.0
5122.19,6959.92,63.54,6959.92
0.0,1485.83,0.0,1485.83
8533.72,2282.5,298.14,2282.5
1876.83,5972.63,865.1,5972.63
3709.68,8362.66,361.68,8362.66
8445.75,376.34,58.65,376.34
10786.9,0.0,0.0,0.0
1089.93,8103.62,234.6,8103.62
0.0,0.0,0.0,0.0
10415.44,151.52,0.0,151.52
0.0,1085.04,68.43,1085.04
234.6,7028.35,48.88,7028.35
1999.02,7810.36,141.74,7810.36
8993.16,4247.31,513.2,4247.31
10087.98,6617.79,14.66,6617.79
5992.18,7869.01,928.64,7869.01
8665.69,6808.41,24.44,6808.41
10943.3,0.0,0.0,0.0
8592.38,0.0,0.0,0.0
259.04,0.0,0.0,0.0
205.28,122.19,0.0,122.19
288.37,0.0,0.0,0.0
522.97,8528.84,312.81,8528.84
0.0,518.08,68.43,518.08
11026.39,8895.41,913.98,8895.41
1050.83,0.0,0.0,0.0
11402.74,8621.7,860.22,8621.7
0.0,5190.62,0.0,5190.62
12321.6,4926.69,728.25,4926.69
6989.25,9125.12,1148.58,9125.12
6886.61,9242.42,703.81,9242.42
15400.78,9305.96,674.49,9305.96
14745.85,92.86,0.0,92.86
14848.49,8983.38,571.85,8983.38
630.5,9144.67,1016.62,9144.67
14413.49,9340.18,874.88,9340.18
14916.91,3411.53,425.22,3411.53
15454.54,7258.06,1094.82,7258.06
5107.53,9276.64,913.98,9276.64
12267.84,8685.24,381.23,8685.24
15097.75,615.84,78.2,615.84
13528.84,7551.32,83.09,7551.32
1500.49,6348.97,1050.83,6348.97
12199.41,0.0,0.0,0.0
10713.59,3621.7,0.0,3621.7
0.0,3651.03,0.0,3651.03
6363.64,0.0,0.0,0.0
6168.13,2825.02,366.57,2825.02
332.36,0.0,0.0,0.0
5288.37,8128.05,1080.16,8128.05
0.0,7008.8,63.54,7008.8
13690.13,7712.61,131.96,7712.61
11383.19,7785.92,127.08,7785.92
12707.72,0.0,0.0,0.0
12507.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0
288.37,9565.0,943.3,9565.0
0.0,9565.0,943.3,9565.0
14726.3,4672.53,791.79,4672.53
14726.3,9193.55,718.48,9193.55
5869.99,6730.21,19.55,6730.21
15117.3,3924.73,542.52,3924.73
10972.63,5136.85,899.32,5136.85
6935.48,8225.81,381.23,8225.81
8851.42,8118.28,249.27,8118.28
13191.59,0.0,0.0,0.0
13216.03,3079.18,395.89,3079.18
625.61,1168.13,171.07,1168.13
5723.36,0.0,0.0,0.0
2458.46,8929.62,972.63,8929.62
0.0,2693.06,0.0,2693.06
16236.56,9061.58,938.42,9061.58
5547.41,0.0,0.0,0.0
16261.0,156.4,4.89,156.4
224.83,5410.56,0.0,5410.56
